,V1,V2,consonant,underlying,fronted,rounded,high,group,model,Time,Attention,Loss
14240,i,H,d,id-H,1,0,1,fronting,57,4,0.3276558518409729,0.017955072224140167
14241,a,H,d,ad-H,0,0,0,fronting,57,4,0.01627127081155777,0.02684888243675232
14242,e,H,d,ed-H,1,0,0,fronting,57,4,0.12771379947662354,0.008171215653419495
14243,o,H,d,od-H,0,1,1,fronting,57,4,0.04379649460315704,0.030044496059417725
14244,u,H,d,ud-H,0,1,1,fronting,57,4,0.0826701894402504,0.04402676969766617
14245,y,H,d,yd-H,1,1,1,fronting,57,4,0.20651371777057648,0.015841923654079437
14246,ø,H,d,ød-H,1,1,1,fronting,57,4,0.13932684063911438,0.005976751446723938
14247,ɯ,H,d,ɯd-H,0,0,1,fronting,57,4,0.07176995277404785,0.03266938775777817
14248,i,L,d,id-L,1,0,1,fronting,57,4,0.3695324957370758,0.03481794148683548
14249,a,L,d,ad-L,0,0,0,fronting,57,4,0.02355918288230896,0.019506067037582397
14250,e,L,d,ed-L,1,0,0,fronting,57,4,0.14576762914657593,0.026731252670288086
14251,o,L,d,od-L,0,1,1,fronting,57,4,0.05450557917356491,0.007526859641075134
14252,u,L,d,ud-L,0,1,1,fronting,57,4,0.1123780906200409,0.01520482450723648
14253,y,L,d,yd-L,1,1,1,fronting,57,4,0.23277884721755981,0.03771734982728958
14254,ø,L,d,ød-L,1,1,1,fronting,57,4,0.16201826930046082,0.023703783750534058
14255,ɯ,L,d,ɯd-L,0,0,1,fronting,57,4,0.09687474370002747,0.019257396459579468
14256,i,H,b,ib-H,1,0,1,fronting,58,4,0.016476932913064957,0.007411964237689972
14257,a,H,b,ab-H,0,0,0,fronting,58,4,0.01010189950466156,0.05386286973953247
14258,e,H,b,eb-H,1,0,0,fronting,58,4,0.013332845643162727,0.008101016283035278
14259,o,H,b,ob-H,0,1,1,fronting,58,4,0.004140628036111593,0.02381710708141327
14260,u,H,b,ub-H,0,1,1,fronting,58,4,0.004478747490793467,0.032894231379032135
14261,y,H,b,yb-H,1,1,1,fronting,58,4,0.03574920445680618,0.013088993728160858
14262,ø,H,b,øb-H,1,1,1,fronting,58,4,0.01851511187851429,0.009119376540184021
14263,ɯ,H,b,ɯb-H,0,0,1,fronting,58,4,0.0047369119711220264,0.02994004637002945
14264,i,L,b,ib-L,1,0,1,fronting,58,4,0.02169288881123066,0.04146077483892441
14265,a,L,b,ab-L,0,0,0,fronting,58,4,0.011901091784238815,0.01184237003326416
14266,e,L,b,eb-L,1,0,0,fronting,58,4,0.018652142956852913,0.023978546261787415
14267,o,L,b,ob-L,0,1,1,fronting,58,4,0.007430762052536011,0.01926279067993164
14268,u,L,b,ub-L,0,1,1,fronting,58,4,0.008991694077849388,0.014071501791477203
14269,y,L,b,yb-L,1,1,1,fronting,58,4,0.04341084882616997,0.03985484689474106
14270,ø,L,b,øb-L,1,1,1,fronting,58,4,0.0240009892731905,0.0234881192445755
14271,ɯ,L,b,ɯb-L,0,0,1,fronting,58,4,0.009083199314773083,0.019565947353839874
14272,i,H,g,ig-H,1,0,1,fronting,58,4,0.023402994498610497,0.06417171657085419
14273,a,H,g,ag-H,0,0,0,fronting,58,4,0.011467703618109226,0.14482909440994263
14274,e,H,g,eg-H,1,0,0,fronting,58,4,0.018833141773939133,0.09556128084659576
14275,o,H,g,og-H,0,1,1,fronting,58,4,0.01689239591360092,0.07080787420272827
14276,u,H,g,ug-H,0,1,1,fronting,58,4,0.027597974985837936,0.028923504054546356
14277,y,H,g,yg-H,1,1,1,fronting,58,4,0.04164087399840355,0.060633815824985504
14278,ø,H,g,øg-H,1,1,1,fronting,58,4,0.02926742471754551,0.08991934359073639
14279,ɯ,H,g,ɯg-H,0,0,1,fronting,58,4,0.02338925004005432,0.0361652746796608
14280,i,L,g,ig-L,1,0,1,fronting,58,4,0.025702588260173798,0.06792672723531723
14281,a,L,g,ag-L,0,0,0,fronting,58,4,0.011752257123589516,0.14128562808036804
14282,e,L,g,eg-L,1,0,0,fronting,58,4,0.021079517900943756,0.09654141962528229
14283,o,L,g,og-L,0,1,1,fronting,58,4,0.01816578395664692,0.07765117287635803
14284,u,L,g,ug-L,0,1,1,fronting,58,4,0.03025682456791401,0.03864739090204239
14285,y,L,g,yg-L,1,1,1,fronting,58,4,0.04573025926947594,0.06680161505937576
14286,ø,L,g,øg-L,1,1,1,fronting,58,4,0.03254188969731331,0.09232263267040253
14287,ɯ,L,g,ɯg-L,0,0,1,fronting,58,4,0.02554832026362419,0.04579103738069534
14288,i,H,d,id-H,1,0,1,fronting,58,4,0.03698430955410004,0.011443980038166046
14289,a,H,d,ad-H,0,0,0,fronting,58,4,0.01225096546113491,0.052091002464294434
14290,e,H,d,ed-H,1,0,0,fronting,58,4,0.016329092904925346,0.010434091091156006
14291,o,H,d,od-H,0,1,1,fronting,58,4,0.004533038008958101,0.01924775540828705
14292,u,H,d,ud-H,0,1,1,fronting,58,4,0.0046501001343131065,0.030201949179172516
14293,y,H,d,yd-H,1,1,1,fronting,58,4,0.02228139527142048,0.00994817167520523
14294,ø,H,d,ød-H,1,1,1,fronting,58,4,0.022254353389143944,0.01460401713848114
14295,ɯ,H,d,ɯd-H,0,0,1,fronting,58,4,0.005776364356279373,0.041666142642498016
14296,i,L,d,id-L,1,0,1,fronting,58,4,0.046268194913864136,0.04069105535745621
14297,a,L,d,ad-L,0,0,0,fronting,58,4,0.013944546692073345,0.009709566831588745
14298,e,L,d,ed-L,1,0,0,fronting,58,4,0.02155335433781147,0.026708394289016724
14299,o,L,d,od-L,0,1,1,fronting,58,4,0.007423368748277426,0.018583491444587708
14300,u,L,d,ud-L,0,1,1,fronting,58,4,0.009085049852728844,0.01871000975370407
14301,y,L,d,yd-L,1,1,1,fronting,58,4,0.028887756168842316,0.042707525193691254
14302,ø,L,d,ød-L,1,1,1,fronting,58,4,0.029864465817809105,0.02354903519153595
14303,ɯ,L,d,ɯd-L,0,0,1,fronting,58,4,0.011474336497485638,0.018596477806568146
14304,i,H,b,ib-H,1,0,1,fronting,59,4,0.0683460533618927,0.009464479982852936
14305,a,H,b,ab-H,0,0,0,fronting,59,4,0.05712221935391426,0.02243819832801819
14306,e,H,b,eb-H,1,0,0,fronting,59,4,0.25995227694511414,0.006607502698898315
14307,o,H,b,ob-H,0,1,1,fronting,59,4,0.011897317133843899,0.010353505611419678
14308,u,H,b,ub-H,0,1,1,fronting,59,4,0.004852470010519028,0.018529392778873444
14309,y,H,b,yb-H,1,1,1,fronting,59,4,0.08259645849466324,0.007600553333759308
14310,ø,H,b,øb-H,1,1,1,fronting,59,4,0.216465026140213,0.00742340087890625
14311,ɯ,H,b,ɯb-H,0,0,1,fronting,59,4,0.006223326548933983,0.010699786245822906
14312,i,L,b,ib-L,1,0,1,fronting,59,4,0.07630986720323563,0.02796284109354019
14313,a,L,b,ab-L,0,0,0,fronting,59,4,0.3110252320766449,0.014908045530319214
14314,e,L,b,eb-L,1,0,0,fronting,59,4,0.28246721625328064,0.019441425800323486
14315,o,L,b,ob-L,0,1,1,fronting,59,4,0.04417555034160614,0.01680794358253479
14316,u,L,b,ub-L,0,1,1,fronting,59,4,0.023657338693737984,0.027320794761180878
14317,y,L,b,yb-L,1,1,1,fronting,59,4,0.09572786837816238,0.032680295407772064
14318,ø,L,b,øb-L,1,1,1,fronting,59,4,0.2356000691652298,0.018592357635498047
14319,ɯ,L,b,ɯb-L,0,0,1,fronting,59,4,0.02921629510819912,0.026487015187740326
14320,i,H,g,ig-H,1,0,1,fronting,59,4,0.2521950602531433,0.04871266335248947
14321,a,H,g,ag-H,0,0,0,fronting,59,4,0.5829668641090393,0.10388746857643127
14322,e,H,g,eg-H,1,0,0,fronting,59,4,0.4531548321247101,0.06927697360515594
14323,o,H,g,og-H,0,1,1,fronting,59,4,0.31003695726394653,0.043890610337257385
14324,u,H,g,ug-H,0,1,1,fronting,59,4,0.052462946623563766,0.036195121705532074
14325,y,H,g,yg-H,1,1,1,fronting,59,4,0.28328365087509155,0.045231036841869354
14326,ø,H,g,øg-H,1,1,1,fronting,59,4,0.5700054168701172,0.06640256941318512
14327,ɯ,H,g,ɯg-H,0,0,1,fronting,59,4,0.035096194595098495,0.04593911021947861
14328,i,L,g,ig-L,1,0,1,fronting,59,4,0.26644688844680786,0.054439328610897064
14329,a,L,g,ag-L,0,0,0,fronting,59,4,1.017836093902588,0.09206277132034302
14330,e,L,g,eg-L,1,0,0,fronting,59,4,0.47970810532569885,0.06700989603996277
14331,o,L,g,og-L,0,1,1,fronting,59,4,0.46826210618019104,0.09283222258090973
14332,u,L,g,ug-L,0,1,1,fronting,59,4,0.08602242916822433,0.07416481524705887
14333,y,L,g,yg-L,1,1,1,fronting,59,4,0.2936340272426605,0.05419877916574478
14334,ø,L,g,øg-L,1,1,1,fronting,59,4,0.5900816917419434,0.07132306694984436
14335,ɯ,L,g,ɯg-L,0,0,1,fronting,59,4,0.05672231316566467,0.07887750118970871
14336,i,H,d,id-H,1,0,1,fronting,59,4,0.05171731486916542,0.00711638480424881
14337,a,H,d,ad-H,0,0,0,fronting,59,4,0.05658278241753578,0.03015020489692688
14338,e,H,d,ed-H,1,0,0,fronting,59,4,0.282357394695282,0.006975948810577393
14339,o,H,d,od-H,0,1,1,fronting,59,4,0.01304751355201006,0.007023155689239502
14340,u,H,d,ud-H,0,1,1,fronting,59,4,0.006455118302255869,0.012029476463794708
14341,y,H,d,yd-H,1,1,1,fronting,59,4,0.060606926679611206,0.008425600826740265
14342,ø,H,d,ød-H,1,1,1,fronting,59,4,0.31689244508743286,0.005468398332595825
14343,ɯ,H,d,ɯd-H,0,0,1,fronting,59,4,0.005021390970796347,0.010834001004695892
14344,i,L,d,id-L,1,0,1,fronting,59,4,0.056194502860307693,0.027060218155384064
14345,a,L,d,ad-L,0,0,0,fronting,59,4,0.29983124136924744,0.02694481611251831
14346,e,L,d,ed-L,1,0,0,fronting,59,4,0.3054470121860504,0.01834893226623535
14347,o,L,d,od-L,0,1,1,fronting,59,4,0.05145698040723801,0.013918846845626831
14348,u,L,d,ud-L,0,1,1,fronting,59,4,0.03046504408121109,0.022617973387241364
14349,y,L,d,yd-L,1,1,1,fronting,59,4,0.06967554986476898,0.03190567344427109
14350,ø,L,d,ød-L,1,1,1,fronting,59,4,0.35059216618537903,0.015287607908248901
14351,ɯ,L,d,ɯd-L,0,0,1,fronting,59,4,0.023799968883395195,0.03584114462137222
14352,i,H,b,ib-H,1,0,1,fronting,60,4,0.04579097777605057,0.03117302805185318
14353,a,H,b,ab-H,0,0,0,fronting,60,4,0.051572054624557495,0.05007582902908325
14354,e,H,b,eb-H,1,0,0,fronting,60,4,0.05325271189212799,0.022714808583259583
14355,o,H,b,ob-H,0,1,1,fronting,60,4,0.03221084550023079,0.005092725157737732
14356,u,H,b,ub-H,0,1,1,fronting,60,4,0.030241886153817177,0.040825940668582916
14357,y,H,b,yb-H,1,1,1,fronting,60,4,0.051853906363248825,0.02646499127149582
14358,ø,H,b,øb-H,1,1,1,fronting,60,4,0.08570051193237305,0.02018071711063385
14359,ɯ,H,b,ɯb-H,0,0,1,fronting,60,4,0.03044796921312809,0.03415226191282272
14360,i,L,b,ib-L,1,0,1,fronting,60,4,0.039349108934402466,0.023570217192173004
14361,a,L,b,ab-L,0,0,0,fronting,60,4,0.013399418443441391,0.01609286665916443
14362,e,L,b,eb-L,1,0,0,fronting,60,4,0.036802783608436584,0.0033151060342788696
14363,o,L,b,ob-L,0,1,1,fronting,60,4,0.01657777838408947,0.03758366405963898
14364,u,L,b,ub-L,0,1,1,fronting,60,4,0.030408084392547607,0.030941911041736603
14365,y,L,b,yb-L,1,1,1,fronting,60,4,0.04653805121779442,0.021407879889011383
14366,ø,L,b,øb-L,1,1,1,fronting,60,4,0.061221156269311905,0.0027780085802078247
14367,ɯ,L,b,ɯb-L,0,0,1,fronting,60,4,0.029004205018281937,0.024532310664653778
14368,i,H,g,ig-H,1,0,1,fronting,60,4,0.08366401493549347,0.051825590431690216
14369,a,H,g,ag-H,0,0,0,fronting,60,4,0.20063656568527222,0.07785749435424805
14370,e,H,g,eg-H,1,0,0,fronting,60,4,0.17185604572296143,0.08232490718364716
14371,o,H,g,og-H,0,1,1,fronting,60,4,0.18839026987552643,0.0817304402589798
14372,u,H,g,ug-H,0,1,1,fronting,60,4,0.05569847300648689,0.06835842877626419
14373,y,H,g,yg-H,1,1,1,fronting,60,4,0.07673712074756622,0.054110683500766754
14374,ø,H,g,øg-H,1,1,1,fronting,60,4,0.18423821032047272,0.0788152813911438
14375,ɯ,H,g,ɯg-H,0,0,1,fronting,60,4,0.06093236058950424,0.06335707753896713
14376,i,L,g,ig-L,1,0,1,fronting,60,4,0.08264588564634323,0.04636990278959274
14377,a,L,g,ag-L,0,0,0,fronting,60,4,0.24169953167438507,0.11413699388504028
14378,e,L,g,eg-L,1,0,0,fronting,60,4,0.16781727969646454,0.07766097784042358
14379,o,L,g,og-L,0,1,1,fronting,60,4,0.18642641603946686,0.10428901016712189
14380,u,L,g,ug-L,0,1,1,fronting,60,4,0.059729207307100296,0.07996519654989243
14381,y,L,g,yg-L,1,1,1,fronting,60,4,0.07881586253643036,0.050437964498996735
14382,ø,L,g,øg-L,1,1,1,fronting,60,4,0.18125133216381073,0.07694973051548004
14383,ɯ,L,g,ɯg-L,0,0,1,fronting,60,4,0.06473356485366821,0.07998796552419662
14384,i,H,d,id-H,1,0,1,fronting,60,4,0.03737872466444969,0.03857942670583725
14385,a,H,d,ad-H,0,0,0,fronting,60,4,0.0822920873761177,0.0581488311290741
14386,e,H,d,ed-H,1,0,0,fronting,60,4,0.07813427597284317,0.021313205361366272
14387,o,H,d,od-H,0,1,1,fronting,60,4,0.03821378946304321,0.010407373309135437
14388,u,H,d,ud-H,0,1,1,fronting,60,4,0.03439793363213539,0.033877260982990265
14389,y,H,d,yd-H,1,1,1,fronting,60,4,0.043060239404439926,0.031101472675800323
14390,ø,H,d,ød-H,1,1,1,fronting,60,4,0.04511139169335365,0.018703565001487732
14391,ɯ,H,d,ɯd-H,0,0,1,fronting,60,4,0.02885659784078598,0.03092203289270401
14392,i,L,d,id-L,1,0,1,fronting,60,4,0.033474359661340714,0.02862659841775894
14393,a,L,d,ad-L,0,0,0,fronting,60,4,0.018540220335125923,0.021820008754730225
14394,e,L,d,ed-L,1,0,0,fronting,60,4,0.05467631667852402,0.001684620976448059
14395,o,L,d,od-L,0,1,1,fronting,60,4,0.022989999502897263,0.03233371675014496
14396,u,L,d,ud-L,0,1,1,fronting,60,4,0.03263036534190178,0.02452120929956436
14397,y,L,d,yd-L,1,1,1,fronting,60,4,0.0360262356698513,0.02117062360048294
14398,ø,L,d,ød-L,1,1,1,fronting,60,4,0.03268835321068764,0.005258902907371521
14399,ɯ,L,d,ɯd-L,0,0,1,fronting,60,4,0.02926696464419365,0.021384410560131073
14400,i,H,b,ib-H,1,0,1,rounding,1,5,0.8292278051376343,0.013790369033813477
14401,a,H,b,ab-H,0,0,0,rounding,1,5,0.9508982300758362,0.07585173100233078
14402,e,H,b,eb-H,1,0,0,rounding,1,5,0.940090000629425,0.03271804004907608
14403,o,H,b,ob-H,0,1,1,rounding,1,5,0.5703229308128357,0.01777883619070053
14404,u,H,b,ub-H,0,1,1,rounding,1,5,0.5262802839279175,0.015675976872444153
14405,y,H,b,yb-H,1,1,1,rounding,1,5,0.7209343910217285,0.022018060088157654
14406,ø,H,b,øb-H,1,1,1,rounding,1,5,0.7137957811355591,0.0415739044547081
14407,ɯ,H,b,ɯb-H,0,0,1,rounding,1,5,0.6424933671951294,0.03969460725784302
14408,i,L,b,ib-L,1,0,1,rounding,1,5,0.7896667122840881,0.01584145426750183
14409,a,L,b,ab-L,0,0,0,rounding,1,5,0.9086639881134033,0.044285453855991364
14410,e,L,b,eb-L,1,0,0,rounding,1,5,0.8972452878952026,0.03174572438001633
14411,o,L,b,ob-L,0,1,1,rounding,1,5,0.4776053726673126,0.0872979462146759
14412,u,L,b,ub-L,0,1,1,rounding,1,5,0.43366914987564087,0.07119433581829071
14413,y,L,b,yb-L,1,1,1,rounding,1,5,0.5894163846969604,0.04430053383111954
14414,ø,L,b,øb-L,1,1,1,rounding,1,5,0.5735464096069336,0.04644253849983215
14415,ɯ,L,b,ɯb-L,0,0,1,rounding,1,5,0.6239044070243835,0.06064200401306152
14416,i,H,g,ig-H,1,0,1,rounding,1,5,0.271342009305954,0.016782667487859726
14417,a,H,g,ag-H,0,0,0,rounding,1,5,0.20085132122039795,0.07638969272375107
14418,e,H,g,eg-H,1,0,0,rounding,1,5,0.26477986574172974,0.03261353075504303
14419,o,H,g,og-H,0,1,1,rounding,1,5,0.43082761764526367,0.0476139560341835
14420,u,H,g,ug-H,0,1,1,rounding,1,5,0.49714750051498413,0.033141616731882095
14421,y,H,g,yg-H,1,1,1,rounding,1,5,0.582409679889679,0.03482275456190109
14422,ø,H,g,øg-H,1,1,1,rounding,1,5,0.5098168849945068,0.05436241626739502
14423,ɯ,H,g,ɯg-H,0,0,1,rounding,1,5,0.2512010335922241,0.04808942973613739
14424,i,L,g,ig-L,1,0,1,rounding,1,5,0.08838561922311783,0.010867264121770859
14425,a,L,g,ag-L,0,0,0,rounding,1,5,0.07012278586626053,0.11592099070549011
14426,e,L,g,eg-L,1,0,0,rounding,1,5,0.08062514662742615,0.024827754124999046
14427,o,L,g,og-L,0,1,1,rounding,1,5,0.05379074811935425,0.04616563022136688
14428,u,L,g,ug-L,0,1,1,rounding,1,5,0.07585462927818298,0.01963116228580475
14429,y,L,g,yg-L,1,1,1,rounding,1,5,0.11465644091367722,0.040559832006692886
14430,ø,L,g,øg-L,1,1,1,rounding,1,5,0.08483172208070755,0.037733420729637146
14431,ɯ,L,g,ɯg-L,0,0,1,rounding,1,5,0.06190508231520653,0.04258327931165695
14432,i,H,d,id-H,1,0,1,rounding,1,5,0.2872857451438904,0.026460126042366028
14433,a,H,d,ad-H,0,0,0,rounding,1,5,0.18819472193717957,0.051928579807281494
14434,e,H,d,ed-H,1,0,0,rounding,1,5,0.35896408557891846,0.0424962192773819
14435,o,H,d,od-H,0,1,1,rounding,1,5,0.40407639741897583,0.04193130135536194
14436,u,H,d,ud-H,0,1,1,rounding,1,5,0.4932216703891754,0.0599275678396225
14437,y,H,d,yd-H,1,1,1,rounding,1,5,0.5297206044197083,0.033615730702877045
14438,ø,H,d,ød-H,1,1,1,rounding,1,5,0.4602789282798767,0.02752554416656494
14439,ɯ,H,d,ɯd-H,0,0,1,rounding,1,5,0.16616326570510864,0.02330903708934784
14440,i,L,d,id-L,1,0,1,rounding,1,5,0.08122413605451584,0.02406315505504608
14441,a,L,d,ad-L,0,0,0,rounding,1,5,0.04319467768073082,0.012307435274124146
14442,e,L,d,ed-L,1,0,0,rounding,1,5,0.11439216136932373,0.027753382921218872
14443,o,L,d,od-L,0,1,1,rounding,1,5,0.02591976895928383,0.07938548922538757
14444,u,L,d,ud-L,0,1,1,rounding,1,5,0.03604454919695854,0.07929542660713196
14445,y,L,d,yd-L,1,1,1,rounding,1,5,0.07226920127868652,0.09019596874713898
14446,ø,L,d,ød-L,1,1,1,rounding,1,5,0.05221017077565193,0.11961787939071655
14447,ɯ,L,d,ɯd-L,0,0,1,rounding,1,5,0.02476339600980282,0.018836021423339844
14448,i,H,b,ib-H,1,0,1,rounding,2,5,0.4903813898563385,0.02708245813846588
14449,a,H,b,ab-H,0,0,0,rounding,2,5,0.5066488981246948,0.04764983057975769
14450,e,H,b,eb-H,1,0,0,rounding,2,5,0.46547719836235046,0.04509202763438225
14451,o,H,b,ob-H,0,1,1,rounding,2,5,0.5171622633934021,0.02506396174430847
14452,u,H,b,ub-H,0,1,1,rounding,2,5,0.57033371925354,0.019389383494853973
14453,y,H,b,yb-H,1,1,1,rounding,2,5,0.44746243953704834,0.009599342942237854
14454,ø,H,b,øb-H,1,1,1,rounding,2,5,0.39994317293167114,0.01114906370639801
14455,ɯ,H,b,ɯb-H,0,0,1,rounding,2,5,0.4894216060638428,0.0678008571267128
14456,i,L,b,ib-L,1,0,1,rounding,2,5,0.37874871492385864,0.01184624433517456
14457,a,L,b,ab-L,0,0,0,rounding,2,5,0.1746869534254074,0.026763901114463806
14458,e,L,b,eb-L,1,0,0,rounding,2,5,0.34075379371643066,0.03567958623170853
14459,o,L,b,ob-L,0,1,1,rounding,2,5,0.2208576202392578,0.052994512021541595
14460,u,L,b,ub-L,0,1,1,rounding,2,5,0.2928009629249573,0.030084073543548584
14461,y,L,b,yb-L,1,1,1,rounding,2,5,0.30525118112564087,0.018958598375320435
14462,ø,L,b,øb-L,1,1,1,rounding,2,5,0.23206424713134766,0.05608673021197319
14463,ɯ,L,b,ɯb-L,0,0,1,rounding,2,5,0.26182088255882263,0.002805054187774658
14464,i,H,g,ig-H,1,0,1,rounding,2,5,0.024380017071962357,0.040946781635284424
14465,a,H,g,ag-H,0,0,0,rounding,2,5,0.0010970798321068287,0.07851488143205643
14466,e,H,g,eg-H,1,0,0,rounding,2,5,0.005274549126625061,0.06868847459554672
14467,o,H,g,og-H,0,1,1,rounding,2,5,0.23498177528381348,0.07606600970029831
14468,u,H,g,ug-H,0,1,1,rounding,2,5,0.31274130940437317,0.040008001029491425
14469,y,H,g,yg-H,1,1,1,rounding,2,5,0.4499525725841522,0.0631084144115448
14470,ø,H,g,øg-H,1,1,1,rounding,2,5,0.18816110491752625,0.07787539064884186
14471,ɯ,H,g,ɯg-H,0,0,1,rounding,2,5,0.009934559464454651,0.03494269773364067
14472,i,L,g,ig-L,1,0,1,rounding,2,5,0.013734209351241589,0.003967765718698502
14473,a,L,g,ag-L,0,0,0,rounding,2,5,0.0005215633427724242,0.11264604330062866
14474,e,L,g,eg-L,1,0,0,rounding,2,5,0.003169016446918249,0.028838396072387695
14475,o,L,g,og-L,0,1,1,rounding,2,5,0.06015534698963165,0.05245288088917732
14476,u,L,g,ug-L,0,1,1,rounding,2,5,0.10797547549009323,0.057685524225234985
14477,y,L,g,yg-L,1,1,1,rounding,2,5,0.17472878098487854,0.07025345414876938
14478,ø,L,g,øg-L,1,1,1,rounding,2,5,0.04275934770703316,0.0961805060505867
14479,ɯ,L,g,ɯg-L,0,0,1,rounding,2,5,0.00564254354685545,0.005044933408498764
14480,i,H,d,id-H,1,0,1,rounding,2,5,0.28821319341659546,0.026187829673290253
14481,a,H,d,ad-H,0,0,0,rounding,2,5,0.19408072531223297,0.07507890462875366
14482,e,H,d,ed-H,1,0,0,rounding,2,5,0.26239755749702454,0.04796506464481354
14483,o,H,d,od-H,0,1,1,rounding,2,5,0.4620368778705597,0.006229698657989502
14484,u,H,d,ud-H,0,1,1,rounding,2,5,0.5491224527359009,0.02518799901008606
14485,y,H,d,yd-H,1,1,1,rounding,2,5,0.5125293135643005,0.017579957842826843
14486,ø,H,d,ød-H,1,1,1,rounding,2,5,0.5114023685455322,0.025585144758224487
14487,ɯ,H,d,ɯd-H,0,0,1,rounding,2,5,0.35095763206481934,0.012278474867343903
14488,i,L,d,id-L,1,0,1,rounding,2,5,0.14934509992599487,0.008689776062965393
14489,a,L,d,ad-L,0,0,0,rounding,2,5,0.05846378207206726,0.020581036806106567
14490,e,L,d,ed-L,1,0,0,rounding,2,5,0.15968544781208038,0.007665082812309265
14491,o,L,d,od-L,0,1,1,rounding,2,5,0.06377508491277695,0.09600573778152466
14492,u,L,d,ud-L,0,1,1,rounding,2,5,0.11847365647554398,0.09590372443199158
14493,y,L,d,yd-L,1,1,1,rounding,2,5,0.19518908858299255,0.06287717819213867
14494,ø,L,d,ød-L,1,1,1,rounding,2,5,0.14343060553073883,0.04624640941619873
14495,ɯ,L,d,ɯd-L,0,0,1,rounding,2,5,0.11934999376535416,0.0011122822761535645
14496,i,H,b,ib-H,1,0,1,rounding,3,5,0.27660101652145386,0.016984283924102783
14497,a,H,b,ab-H,0,0,0,rounding,3,5,0.5704694390296936,0.01915525645017624
14498,e,H,b,eb-H,1,0,0,rounding,3,5,0.2779640257358551,0.032037653028964996
14499,o,H,b,ob-H,0,1,1,rounding,3,5,0.2118738889694214,0.03245927393436432
14500,u,H,b,ub-H,0,1,1,rounding,3,5,0.22225497663021088,0.04686885327100754
14501,y,H,b,yb-H,1,1,1,rounding,3,5,0.1825910061597824,0.04245441406965256
14502,ø,H,b,øb-H,1,1,1,rounding,3,5,0.22170576453208923,0.039537087082862854
14503,ɯ,H,b,ɯb-H,0,0,1,rounding,3,5,0.31232717633247375,0.02187485247850418
14504,i,L,b,ib-L,1,0,1,rounding,3,5,0.2079741358757019,0.018721722066402435
14505,a,L,b,ab-L,0,0,0,rounding,3,5,0.31973400712013245,0.04614821821451187
14506,e,L,b,eb-L,1,0,0,rounding,3,5,0.20333267748355865,0.031823091208934784
14507,o,L,b,ob-L,0,1,1,rounding,3,5,0.08997293561697006,0.008434690535068512
14508,u,L,b,ub-L,0,1,1,rounding,3,5,0.10708291828632355,0.02139875292778015
14509,y,L,b,yb-L,1,1,1,rounding,3,5,0.11811927706003189,0.020504772663116455
14510,ø,L,b,øb-L,1,1,1,rounding,3,5,0.1373288333415985,0.012820370495319366
14511,ɯ,L,b,ɯb-L,0,0,1,rounding,3,5,0.18414685130119324,0.03792666643857956
14512,i,H,g,ig-H,1,0,1,rounding,3,5,0.06480582803487778,0.046840135008096695
14513,a,H,g,ag-H,0,0,0,rounding,3,5,0.14364291727542877,0.1062445193529129
14514,e,H,g,eg-H,1,0,0,rounding,3,5,0.06775685399770737,0.01540166512131691
14515,o,H,g,og-H,0,1,1,rounding,3,5,0.26291194558143616,0.07891758531332016
14516,u,H,g,ug-H,0,1,1,rounding,3,5,0.28569239377975464,0.018489178270101547
14517,y,H,g,yg-H,1,1,1,rounding,3,5,0.2964816093444824,0.025525402277708054
14518,ø,H,g,øg-H,1,1,1,rounding,3,5,0.2614704966545105,0.07637612521648407
14519,ɯ,H,g,ɯg-H,0,0,1,rounding,3,5,0.08998259156942368,0.026272203773260117
14520,i,L,g,ig-L,1,0,1,rounding,3,5,0.03858836367726326,0.022184964269399643
14521,a,L,g,ag-L,0,0,0,rounding,3,5,0.08288466185331345,0.1449747234582901
14522,e,L,g,eg-L,1,0,0,rounding,3,5,0.03809305652976036,0.06513418257236481
14523,o,L,g,og-L,0,1,1,rounding,3,5,0.10159699618816376,0.13867318630218506
14524,u,L,g,ug-L,0,1,1,rounding,3,5,0.08102089166641235,0.11151327192783356
14525,y,L,g,yg-L,1,1,1,rounding,3,5,0.11274850368499756,0.10105264186859131
14526,ø,L,g,øg-L,1,1,1,rounding,3,5,0.10785643756389618,0.11512868106365204
14527,ɯ,L,g,ɯg-L,0,0,1,rounding,3,5,0.0661282166838646,0.056002166122198105
14528,i,H,d,id-H,1,0,1,rounding,3,5,0.21370305120944977,0.04374868422746658
14529,a,H,d,ad-H,0,0,0,rounding,3,5,0.27140170335769653,0.061830103397369385
14530,e,H,d,ed-H,1,0,0,rounding,3,5,0.16105914115905762,0.031056120991706848
14531,o,H,d,od-H,0,1,1,rounding,3,5,0.4575079679489136,0.06432487070560455
14532,u,H,d,ud-H,0,1,1,rounding,3,5,0.49495425820350647,0.07872438430786133
14533,y,H,d,yd-H,1,1,1,rounding,3,5,0.5261915326118469,0.07015339285135269
14534,ø,H,d,ød-H,1,1,1,rounding,3,5,0.5895954370498657,0.05586162209510803
14535,ɯ,H,d,ɯd-H,0,0,1,rounding,3,5,0.46717074513435364,0.023901328444480896
14536,i,L,d,id-L,1,0,1,rounding,3,5,0.2820589542388916,0.030088886618614197
14537,a,L,d,ad-L,0,0,0,rounding,3,5,0.4322981834411621,0.034327179193496704
14538,e,L,d,ed-L,1,0,0,rounding,3,5,0.1658167541027069,0.011012986302375793
